,product_id,hs_product_code,hs_product_name_short_en,level,parent_id
573,1109,3916,Monofilament,4digit,138.0
574,1110,3917,Plastic tubes and fittings,4digit,138.0
575,1111,3918,Plastic floor coverings,4digit,138.0
576,1112,3919,Self-adhesive plastic sheets,4digit,138.0
577,1113,3920,"Other plates of plastics, noncellular and not reinforced",4digit,138.0
578,1114,3921,"Other plastic plates, sheets etc.",4digit,138.0
579,1115,3922,"Baths, sinks etc.",4digit,138.0
580,1116,3923,Packing lids,4digit,138.0
581,1117,3924,Plastic household articles,4digit,138.0
582,1118,3925,Plastic builders' ware,4digit,138.0
583,1119,3926,Other articles of plastic,4digit,138.0
584,1120,4001,Natural rubber,4digit,139.0
585,1121,4002,Synthetic rubber,4digit,139.0
586,1122,4003,Reclaimed rubber,4digit,139.0
587,1123,4004,Scrap of rubber,4digit,139.0
588,1124,4005,Compounded rubber,4digit,139.0
589,1125,4006,Unvulcanized rubber rods,4digit,139.0
590,1126,4007,Vulcanized rubber thread and cord,4digit,139.0
591,1127,4008,Vulcanized rubber plates,4digit,139.0
592,1128,4009,Vulcanized rubber tubes,4digit,139.0
593,1129,4010,Conveyor belts of vulcanized rubber,4digit,139.0
594,1130,4011,New pneumatic tires of rubber,4digit,139.0
595,1131,4012,Used pneumatic tires of rubber,4digit,139.0
596,1132,4013,Rubber inner tubes,4digit,139.0
597,1133,4014,Rubber hygenic or pharmeceutical items,4digit,139.0
598,1134,4015,Vulcanized rubber articles of apparel,4digit,139.0
599,1135,4016,Other articles of vulcanized rubber,4digit,139.0
600,1136,4017,Hard rubber,4digit,139.0
601,1137,4101,Raw hides of bovines or equines,4digit,140.0
602,1138,4102,Raw skins of sheep or lambs,4digit,140.0
603,1139,4103,Other raw hides and skins,4digit,140.0
604,1140,4104,Tanned hides of bovines or equines,4digit,140.0
605,1141,4105,Tanned sheepskins,4digit,140.0
606,1142,4106,Tanned skins of other animals,4digit,140.0
607,1143,4107,Bovine leather further prepared,4digit,140.0
608,1144,4108,Chamois leather,4digit,140.0
609,1145,4109,Patent leather,4digit,140.0
610,1146,4110,Waste of leather,4digit,140.0
611,1147,4111,Composition leather,4digit,140.0
612,1148,4201,Saddlery and harnesses,4digit,141.0
613,1149,4202,Trunks or cases,4digit,141.0
614,1150,4203,Leather apparel,4digit,141.0
615,1151,4204,Articles of leather for technical uses,4digit,141.0
616,1152,4205,Other articles of leather,4digit,141.0
617,1153,4206,Articles of gut,4digit,141.0
618,1154,4301,Other raw furskins,4digit,142.0
619,1155,4302,Other tanned furskins,4digit,142.0
620,1156,4303,Furskin apparel,4digit,142.0
621,1157,4304,Artificial fur,4digit,142.0
622,1158,4401,Fuel wood,4digit,143.0
623,1159,4402,Wood charcoal,4digit,143.0
624,1160,4403,Wood in the rough,4digit,143.0
625,1161,4404,Strips and other pieces of wood,4digit,143.0
626,1162,4405,Wood wool or flour,4digit,143.0
627,1163,4406,Wooden railway ties,4digit,143.0
628,1164,4407,Wood sawn lengthwise,4digit,143.0
629,1165,4408,Sheets for veneering for plywood,4digit,143.0
630,1166,4409,Wood shaped along its edges,4digit,143.0
631,1167,4410,Particle board and similar board,4digit,143.0
632,1168,4411,Fiberboard of wood,4digit,143.0
633,1169,4412,Plywood,4digit,143.0
634,1170,4413,Densified wood,4digit,143.0
635,1171,4414,Wooden frames,4digit,143.0
636,1172,4415,Packing boxes,4digit,143.0
637,1173,4416,"Casks, barrels, etc. of wood",4digit,143.0
638,1174,4417,Wooden tools,4digit,143.0
639,1175,4418,Wood carpentry for construction,4digit,143.0
640,1176,4419,Wooden kitchenware,4digit,143.0
641,1177,4420,"Wood marquetry, ornaments, etc.",4digit,143.0
642,1178,4421,Other articles of wood,4digit,143.0
643,1179,4501,"Natural cork, raw",4digit,144.0
644,1180,4502,"Natural cork, debacked",4digit,144.0
645,1181,4503,Articles of natural cork,4digit,144.0
646,1182,4504,Agglomerated cork,4digit,144.0
647,1183,4601,Products of plaiting materials,4digit,145.0
648,1184,4602,Basketwork,4digit,145.0
649,1185,4701,Mechanical woodpulp,4digit,146.0
650,1186,4702,"Chemical woodpulp, dissolving grade",4digit,146.0
651,1187,4703,"Chemical woodpulp, soda or sulfate",4digit,146.0
652,1188,4704,"Chemical woodpulp, sulfite",4digit,146.0
653,1189,4705,Semichemical woodpulp,4digit,146.0
654,1190,4706,Pulps of recovered paper fibers,4digit,146.0
655,1191,4707,Paper waste,4digit,146.0
656,1192,4801,Newsprint,4digit,147.0
657,1193,4802,Paper used for graphic purposes,4digit,147.0
658,1194,4803,Tissue,4digit,147.0
659,1195,4804,Uncoated kraft paper and paperboard,4digit,147.0
660,1196,4805,Other uncoated paper and paperboard,4digit,147.0
661,1197,4806,Transparent paper,4digit,147.0
662,1198,4807,Uncoated composite paper,4digit,147.0
663,1199,4808,Corrugated paper and paperboard,4digit,147.0
664,1200,4809,Carbon paper,4digit,147.0
665,1201,4810,"Paper and paperboard, coated with kaolin",4digit,147.0
666,1202,4811,"Cellulose wadding, coated",4digit,147.0
667,1203,4812,Filter blocks of paper pulp,4digit,147.0
668,1204,4813,Cigarette paper,4digit,147.0
669,1205,4814,Wallpaper,4digit,147.0
670,1206,4815,Floor coverings of paper,4digit,147.0
671,1207,4816,Other carbon paper,4digit,147.0
672,1208,4817,Letterstock,4digit,147.0
673,1209,4818,Toilet paper,4digit,147.0
674,1210,4819,Cardboard packing containers,4digit,147.0
675,1211,4820,Notebooks,4digit,147.0
676,1212,4821,Paper labels,4digit,147.0
677,1213,4822,"Bobbins, spools, cops of paper",4digit,147.0
678,1214,4823,Other paper cut to size,4digit,147.0
679,1215,4901,"Books, brochures etc.",4digit,148.0
680,1216,4902,"Newspapers, journals and periodicals",4digit,148.0
681,1217,4903,Children's books,4digit,148.0
682,1218,4904,"Music, printed or in manuscript",4digit,148.0
683,1219,4905,Maps,4digit,148.0
684,1220,4906,"Architectural, engineering, etc. drawings",4digit,148.0
685,1221,4907,Unused stamps,4digit,148.0
686,1222,4908,Transfers (decalcomanias),4digit,148.0
687,1223,4909,Printed or illustrated postcards,4digit,148.0
688,1224,4910,Calendars,4digit,148.0
689,1225,4911,Other printed matter,4digit,148.0
690,1226,5001,Silkworm cocoons,4digit,149.0
691,1227,5002,Raw silk,4digit,149.0
692,1228,5003,Silk waste,4digit,149.0
693,1229,5004,Silk yarn,4digit,149.0
694,1230,5005,Yarn from silk waste,4digit,149.0
695,1231,5006,"Silk yarn, for retail sale",4digit,149.0
696,1232,5007,Woven silk fabrics,4digit,149.0
697,1233,5101,Wool,4digit,150.0
698,1234,5102,Animal hair,4digit,150.0
699,1235,5103,Wool or animal hair waste,4digit,150.0
700,1236,5104,Garnetted stock of wool or animal hair,4digit,150.0
701,1237,5105,"Wool, combed",4digit,150.0
702,1238,5106,"Yarn of carded wool, not for retail sale",4digit,150.0
703,1239,5107,"Yarn of combed wool, not for retail sale",4digit,150.0
704,1240,5108,"Yarn of animal hair, not for retail sale",4digit,150.0
705,1241,5109,"Yarn of wool or animal hair, for retail sale",4digit,150.0
706,1242,5110,Yarn of coarse animal hair or of horsehair,4digit,150.0
707,1243,5111,Woven fabrics of carded wool,4digit,150.0
708,1244,5112,Woven fabrics of combed wool,4digit,150.0
709,1245,5113,Woven fabrics of coarse animal hair,4digit,150.0
710,1246,5201,Raw cotton,4digit,151.0
711,1247,5202,Cotton waste,4digit,151.0
712,1248,5203,"Cotton, carded or combed",4digit,151.0
713,1249,5204,Cotton sewing thread,4digit,151.0
714,1250,5205,Cotton yarn of > 85%,4digit,151.0
715,1251,5206,Cotton yarn of < 85%,4digit,151.0
716,1252,5207,Cotton yarn for retail sale,4digit,151.0
717,1253,5208,Woven fabrics of cotton of > 85% weighing < 200 g/m2,4digit,151.0
718,1254,5209,Woven fabrics of cotton of < 85% weighing > 200 g/m2,4digit,151.0
719,1255,5210,Woven fabrics of cotton of < 85% weighing < 200 g/m2,4digit,151.0
720,1256,5211,Woven fabrics of cotton of < 85% weighing > 200 g/m2,4digit,151.0
721,1257,5212,Other woven cotton fabrics,4digit,151.0
722,1258,5301,"Flax, raw or processed",4digit,152.0
723,1259,5302,Hemp fiber,4digit,152.0
724,1260,5303,Textile bast fibers,4digit,152.0
725,1261,5304,Sisal and agave fibers,4digit,152.0
726,1262,5305,Vegetable textile fibers,4digit,152.0
727,1263,5306,Flax yarn,4digit,152.0
728,1264,5307,Yarn of textile bast fibers,4digit,152.0
729,1265,5308,Yarn of other vegetable textile fibers,4digit,152.0
730,1266,5309,Woven fabrics of flax,4digit,152.0
731,1267,5310,Woven fabrics of jute or of other textile bast fibers,4digit,152.0
732,1268,5311,Woven fabrics of vegetable textile fibers,4digit,152.0
733,1269,5401,Synthetic sowing thread,4digit,153.0
734,1270,5402,Synthetic filament yarn,4digit,153.0
735,1271,5403,Artificial filament yarn,4digit,153.0
736,1272,5404,"Synthetic monofilament >67 dtex, thickness < 1mm",4digit,153.0
737,1273,5405,"Artificial monofilament >67dtex t<1mm, strip, straws t<5mm",4digit,153.0
738,1274,5406,Synthetic filament yarn for retail sale,4digit,153.0
739,1275,5407,Woven fabrics of synthetic filament yarn,4digit,153.0
740,1276,5408,Woven fabrics of artificial filament yarn,4digit,153.0
741,1277,5501,Synthetic filament tow,4digit,154.0
742,1278,5502,Artificial filament tow,4digit,154.0
743,1279,5503,Synthetic staple fibers,4digit,154.0
744,1280,5504,"Artificial staple fibers, not processed for spinning",4digit,154.0
745,1281,5505,Waste of man-made fibers,4digit,154.0
746,1282,5506,"Synthetic staple fibers, processed",4digit,154.0
747,1283,5507,"Artificial staple fibers, processed",4digit,154.0
748,1284,5508,Synthetic staple fibers sewing thread,4digit,154.0
749,1285,5509,"Yarn of synthetic staple fibers, not for retail sale",4digit,154.0
750,1286,5510,"Yarn of artificial staple fibers, not for retail sale",4digit,154.0
751,1287,5511,"Yarn of synthetic staple fibers, for retail sale",4digit,154.0
752,1288,5512,Woven fabrics of > 85% synthetic staple fibers,4digit,154.0
753,1289,5513,Woven fabrics of < 85% synthetic staple fibers weighing < 170 g/m2,4digit,154.0
754,1290,5514,Woven fabrics of < 85% synthetic staple fibers weighing > 170 g/m2,4digit,154.0
755,1291,5515,Other woven fabrics of synthetic staple fibers,4digit,154.0
756,1292,5516,Woven fabrics of artificial staple fibers,4digit,154.0
757,1293,5601,Wadding of textile materials,4digit,155.0
758,1294,5602,Felt,4digit,155.0
759,1295,5603,Nonwoven textiles,4digit,155.0
760,1296,5604,Rubber textiles,4digit,155.0
761,1297,5605,Metallised yarn,4digit,155.0
762,1298,5606,Gimp yarn,4digit,155.0
763,1299,5607,Twine and ropes of baste fibers,4digit,155.0
764,1300,5608,Nets,4digit,155.0
765,1301,5609,"Articles of yarn, rope etc not elsewhere clasified",4digit,155.0
766,1302,5701,"Carpets, knotted",4digit,156.0
767,1303,5702,Woven carpets and rugs,4digit,156.0
768,1304,5703,"Carpets, tufted",4digit,156.0
769,1305,5704,Carpets of felt,4digit,156.0
770,1306,5705,Other carpets,4digit,156.0
771,1307,5801,Woven pile fabrics,4digit,157.0
772,1308,5802,Terry cloth,4digit,157.0
773,1309,5803,Gauze,4digit,157.0
774,1310,5804,Lace and net fabrics,4digit,157.0
775,1311,5805,Hand-woven tapestries,4digit,157.0
776,1312,5806,Narrow woven fabrics,4digit,157.0
777,1313,5807,Labels and badges of textiles,4digit,157.0
778,1314,5808,Braids in piece,4digit,157.0
779,1315,5809,Woven fabric incorporating metal threads,4digit,157.0
780,1316,5810,Embroidery in the piece,4digit,157.0
781,1317,5811,Quilted textile products,4digit,157.0
782,1318,5901,Stiffened textiles,4digit,158.0
783,1319,5902,Tire cord fabric,4digit,158.0
784,1320,5903,Textile fabrics impregnated with plastics,4digit,158.0
785,1321,5904,Linoleum,4digit,158.0
786,1322,5905,Textile wall coverings,4digit,158.0
787,1323,5906,Rubberized textile fabrics,4digit,158.0
788,1324,5907,"Other textile fabrics impregnated, coated or covered",4digit,158.0
789,1325,5908,Textile wicks,4digit,158.0
790,1326,5909,Textile hosepiping and similar tubing,4digit,158.0
791,1327,5910,"Transmission belts or belting, of textile material",4digit,158.0
792,1328,5911,Textile articles for technical use,4digit,158.0
793,1329,6001,"Pile fabrics, knit",4digit,159.0
794,1330,6002,Other knitted fabrics,4digit,159.0
795,1331,6101,"Men's overcoats, knit",4digit,160.0
796,1332,6102,"Women's overcoats, knit",4digit,160.0
797,1333,6103,"Men's suits, knit",4digit,160.0
798,1334,6104,"Women's suits, knit",4digit,160.0
799,1335,6105,"Men's shirts, knit",4digit,160.0
800,1336,6106,"Women's shirts, knit",4digit,160.0
801,1337,6107,"Men's undergarments, knit",4digit,160.0
802,1338,6108,"Women's undergarments, knit",4digit,160.0
803,1339,6109,"T-shirts, knit",4digit,160.0
804,1340,6110,"Sweaters, pullovers, sweatshirts etc., knit",4digit,160.0
805,1341,6111,"Babies' garments, knit",4digit,160.0
806,1342,6112,"Activewear, knit",4digit,160.0
807,1343,6113,Garments knit with impregnated fibers,4digit,160.0
808,1344,6114,"Other garments, knit",4digit,160.0
809,1345,6115,"Socks, stockings, etc., knit",4digit,160.0
810,1346,6116,"Gloves, knit",4digit,160.0
811,1347,6117,"Other clothing accesories, knit",4digit,160.0
812,1348,6201,"Men's overcoats, not knit",4digit,161.0
813,1349,6202,"Womens overcoats, not knit",4digit,161.0
814,1350,6203,Men's suits and pants,4digit,161.0
815,1351,6204,Women's suits and pants,4digit,161.0
816,1352,6205,Men's shirts,4digit,161.0
817,1353,6206,Women's shirts,4digit,161.0
818,1354,6207,Men's undergarments,4digit,161.0
819,1355,6208,Women's undergarments,4digit,161.0
820,1356,6209,Babies' garments,4digit,161.0
821,1357,6210,Garments made of textile felts and nonwoven fabric,4digit,161.0
822,1358,6211,Activewear,4digit,161.0
823,1359,6212,Brassieres,4digit,161.0
824,1360,6213,Handkerchiefs,4digit,161.0
825,1361,6214,"Shawls, scarves, etc.",4digit,161.0
826,1362,6215,"Ties, bow ties and cravats",4digit,161.0
827,1363,6216,Gloves,4digit,161.0
828,1364,6217,Other clothing accesories,4digit,161.0
829,1365,6301,Blankets,4digit,162.0
830,1366,6302,House linen,4digit,162.0
831,1367,6303,Curtains,4digit,162.0
832,1368,6304,Other furnishing articles,4digit,162.0
833,1369,6305,Bags for packing goods,4digit,162.0
834,1370,6306,"Tents, tarpaulins, etc.",4digit,162.0
835,1371,6307,Other made up articles,4digit,162.0
836,1372,6308,Needlecraft sets of woven fabric and yarn,4digit,162.0
837,1373,6309,Used clothes and textiles,4digit,162.0
838,1374,6310,Used or new rags textile scraps,4digit,162.0
839,1375,6401,Waterproof footwear,4digit,163.0
840,1376,6402,Other footwear of rubber or plastics,4digit,163.0
841,1377,6403,Leather footwear,4digit,163.0
842,1378,6404,Textile footwear,4digit,163.0
843,1379,6405,Other footwear,4digit,163.0
844,1380,6406,Parts of footwear,4digit,163.0
845,1381,6501,Hat forms,4digit,164.0
846,1382,6502,Hat shapes,4digit,164.0
847,1383,6503,Felt hats,4digit,164.0
848,1384,6504,Hats,4digit,164.0
849,1385,6505,"Hats, knit",4digit,164.0
850,1386,6506,Other headgear,4digit,164.0
851,1387,6507,Headbands,4digit,164.0
852,1388,6601,Umbrellas,4digit,165.0
853,1389,6602,Walking sticks,4digit,165.0
854,1390,6603,Parts of umbrellas or walking sticks,4digit,165.0
855,1391,6701,Feathers or down,4digit,166.0
856,1392,6702,Artificial flowers,4digit,166.0
857,1393,6703,Human animal hair prepared for use in wigs,4digit,166.0
858,1394,6704,Wigs,4digit,166.0
859,1395,6801,"Flagstones, of natural stone",4digit,2.0
860,1396,6802,Worked building stone,4digit,2.0
861,1397,6803,Worked slate,4digit,2.0
862,1398,6804,Grindstones,4digit,2.0
863,1399,6805,Natural or artificial abrasive powder,4digit,2.0
864,1400,6806,Mineral wools and insulating materials,4digit,2.0
865,1401,6807,Asphalt,4digit,2.0
866,1402,6808,Panels of vegetable fibers,4digit,2.0
867,1403,6809,Plaster articles,4digit,2.0
868,1404,6810,"Articles of cement, of concrete or of artificial stone",4digit,2.0
869,1405,6811,Asbestos-cement or cellulose fiber-cement,4digit,2.0
870,1406,6812,Asbestos fibres,4digit,2.0
871,1407,6813,Friction material and articles thereof,4digit,2.0
872,1408,6814,Mica articles,4digit,2.0
873,1409,6815,Articles of stone or of other mineral substances,4digit,2.0
874,1410,6901,"Bricks, blocks, and other ceramic goods",4digit,2.0
875,1411,6902,"Bricks, tiles and similar refractory ceramic constructional goods",4digit,2.0
876,1412,6903,Other refractory ceramic goods,4digit,2.0
877,1413,6904,Ceramic building bricks,4digit,2.0
878,1414,6905,Architectural ceramic ornaments,4digit,2.0
879,1415,6906,Ceramic pipes,4digit,2.0
880,1416,6907,Unglazed ceramic flags and pavers,4digit,2.0
881,1417,6908,Glazed ceramic flags and pavers,4digit,2.0
882,1418,6909,Ceramic wares for technical ware,4digit,2.0
883,1419,6910,"Ceramic sinks, washbasins, and similar sanitary fixtures",4digit,2.0
884,1420,6911,Porcelain or china household articles,4digit,2.0
885,1421,6912,Ceramic household articles,4digit,2.0
886,1422,6913,Ornamental ceramic articles,4digit,2.0
887,1423,6914,Other ceramic articles,4digit,2.0
888,1424,7001,Cullet and other scraps of glass,4digit,2.0
889,1425,7002,Glass balls,4digit,2.0
890,1426,7003,"Glass, cast or rolled",4digit,2.0
891,1427,7004,Drawn and blown glass,4digit,2.0
892,1428,7005,Float glass,4digit,2.0
893,1429,7006,Worked glass,4digit,2.0
894,1430,7007,Safety glass,4digit,2.0
895,1431,7008,Multiple-walled insulating glass,4digit,2.0
896,1432,7009,Glass mirrors,4digit,2.0
897,1433,7010,Glass containers for conveyance,4digit,2.0
898,1434,7011,Glass envelopes,4digit,2.0
899,1435,7012,Glass inners for vacuum flasks,4digit,2.0
900,1436,7013,Glassware for interior decorative use,4digit,2.0
901,1437,7014,Signaling glassware,4digit,2.0
902,1438,7015,Clock or watch glasses and similar glasses,4digit,2.0
903,1439,7016,Glass paving blocks or other molded products,4digit,2.0
904,1440,7017,"Laboratory, hygienic or pharmaceutical glassware",4digit,2.0
905,1441,7018,Glass beads,4digit,2.0
906,1442,7019,Glass fibers,4digit,2.0
907,1443,7020,Other articles of glass,4digit,2.0
908,1444,7101,Pearls,4digit,2.0
909,1445,7102,Diamonds,4digit,2.0
910,1446,7103,Precious stones,4digit,2.0
911,1447,7104,Synthetic precious stones,4digit,2.0
912,1448,7105,Diamond dust,4digit,2.0
913,1449,7106,Silver,4digit,2.0
914,1450,7107,Silver clad metals,4digit,2.0
915,1451,7108,Gold,4digit,2.0
916,1452,7109,Gold clad metals,4digit,2.0
917,1453,7110,Platinum,4digit,2.0
918,1454,7111,Platinum clad metals,4digit,2.0
919,1455,7112,Scrap of precious metal,4digit,2.0
920,1456,7113,Jewelry of precious metal,4digit,2.0
921,1457,7114,Goldsmith and silversmith wares,4digit,2.0
922,1458,7115,Other articles of precious metals,4digit,2.0
923,1459,7116,Articles of precious stones,4digit,2.0
924,1460,7117,Imitation jewelry,4digit,2.0
925,1461,7118,Coin,4digit,2.0
926,1462,7201,Pig iron,4digit,171.0
927,1463,7202,Ferroalloys,4digit,171.0
928,1464,7203,Ferrous products from the reduction of iron ore,4digit,171.0
929,1465,7204,Ferrous waste and scrap,4digit,171.0
930,1466,7205,Powders of iron or steel,4digit,171.0
931,1467,7206,Iron and nonalloy steel,4digit,171.0
932,1468,7207,Semifinished products of iron or nonalloy steel,4digit,171.0
933,1469,7208,"Flat-rolled iron, width > 600mm, hot-rolled, not clad",4digit,171.0
934,1470,7209,"Flat-rolled iron, width > 600mm, cold-rolled, not clad",4digit,171.0
935,1471,7210,"Flat rolled iron, width > 600mm, clad",4digit,171.0
936,1472,7211,"Flat-rolled iron, width < 600mm, not clad",4digit,171.0
937,1473,7212,"Flat-rolled iron, width < 600mm, clad",4digit,171.0
938,1474,7213,Hot rolled bars of iron,4digit,171.0
939,1475,7214,"Other bars of iron, not further worked than forged",4digit,171.0
940,1476,7215,Other bars and rods of iron or nonalloy steel,4digit,171.0
941,1477,7216,Angles of iron or nonalloy steel,4digit,171.0
942,1478,7217,Wire of iron or nonalloy steel,4digit,171.0
943,1479,7218,Stainless steel in ingots,4digit,171.0
944,1480,7219,Flat-rolled products of stainless steel of a width > 600 mm,4digit,171.0
945,1481,7220,Flat-rolled products of stainless steel of a width < 600 mm,4digit,171.0
946,1482,7221,"Bars of stainless steel, hot-rolled",4digit,171.0
947,1483,7222,Other bars and rods of stainless steel,4digit,171.0
948,1484,7223,Wire of stainless steel,4digit,171.0
949,1485,7224,Other alloy steel in primary form,4digit,171.0
950,1486,7225,"Flat-rolled products of other alloy steel, width > 600 mm",4digit,171.0
951,1487,7226,"Flat-rolled products of other alloy steel, width < 600 mm",4digit,171.0
952,1488,7227,Bars of other alloy steel,4digit,171.0
953,1489,7228,Other bars and rods of other alloy steel,4digit,171.0
954,1490,7229,Wire of other alloy steel,4digit,171.0
955,1491,7301,Sheet piling of iron or steel,4digit,172.0
956,1492,7302,Railway construction material of iron or steel,4digit,172.0
957,1493,7303,Tubes of cast iron,4digit,172.0
958,1494,7304,"Tubes, seamless, of iron or steel",4digit,172.0
959,1495,7305,"Other tubes and pipes, diameter > 406.4 mm, of iron or steel",4digit,172.0
960,1496,7306,"Other tubes, pipes and hollow profiles of iron or steel",4digit,172.0
961,1497,7307,Tube or pipe fittings of iron or steel,4digit,172.0
962,1498,7308,"Structures and their parts, of iron or steel",4digit,172.0
963,1499,7309,"Tanks etc. > 300 liters, iron or steel",4digit,172.0
964,1500,7310,"Tanks etc. < 300 liters, iron or steel",4digit,172.0
965,1501,7311,Containers for compressed or liquified gas,4digit,172.0
966,1502,7312,"Wire of iron or steel, not insulated",4digit,172.0
967,1503,7313,Barbed wire of iron or steel,4digit,172.0
968,1504,7314,Cloth of iron or steel wire,4digit,172.0
969,1505,7315,Chain of iron or steel,4digit,172.0
970,1506,7316,Anchors of iron or steel,4digit,172.0
971,1507,7317,Nails and similar articles of iron or steel,4digit,172.0
972,1508,7318,Screws and similar articles of iron or steel,4digit,172.0
973,1509,7319,Articles for sewing of iron or steel,4digit,172.0
974,1510,7320,Springs of iron or steel,4digit,172.0
975,1511,7321,Stoves and similar non-electric appliances of iron or steel,4digit,172.0
976,1512,7322,Radiators for central heating of iron or steel,4digit,172.0
977,1513,7323,Household articles of iron or steel,4digit,172.0
978,1514,7324,Sanitary ware and parts of iron or steel,4digit,172.0
979,1515,7325,Other cast articles of iron or steel,4digit,172.0
980,1516,7326,Other articles of iron or steel,4digit,172.0
981,1517,7401,Copper mattes,4digit,173.0
982,1518,7402,Unrefined copper,4digit,173.0
983,1519,7403,Refined copper and copper alloys,4digit,173.0
984,1520,7404,Copper waste and scrap,4digit,173.0
985,1521,7405,Master alloys of copper,4digit,173.0
986,1522,7406,Copper powders and flakes,4digit,173.0
987,1523,7407,"Copper bars, rods and profiles",4digit,173.0
988,1524,7408,Copper wire,4digit,173.0
989,1525,7409,"Copper plates, sheets and strip > 0.15 mm",4digit,173.0
990,1526,7410,Copper foil < 0.15 mm thick,4digit,173.0
991,1527,7411,Copper tubes and pipes,4digit,173.0
992,1528,7412,Copper tube or pipe fittings,4digit,173.0
993,1529,7413,"Copper wire, uninsulated",4digit,173.0
994,1530,7414,Endless bands of copper wire for machinery,4digit,173.0
995,1531,7415,Screws and similar articles of copper,4digit,173.0
996,1532,7416,Copper springs,4digit,173.0
997,1533,7417,Copper cooking products,4digit,173.0
998,1534,7418,Household articles of copper,4digit,173.0
999,1535,7419,Other articles of copper,4digit,173.0
1000,1536,7501,Nickel mattes,4digit,174.0
1001,1537,7502,Nickel unwrought,4digit,174.0
1002,1538,7503,Nickel waste and scrap,4digit,174.0
1003,1539,7504,Nickel powders,4digit,174.0
1004,1540,7505,"Nickel bars, wire etc.",4digit,174.0
1005,1541,7506,Nickel plates,4digit,174.0
1006,1542,7507,Nickel tubes and pipes,4digit,174.0
1007,1543,7508,Other articles of nickel,4digit,174.0
1008,1544,7601,Unwrought aluminum,4digit,175.0
1009,1545,7602,"Waste or scrap, aluminium",4digit,175.0
1010,1546,7603,Aluminum powders,4digit,175.0
1011,1547,7604,Aluminum bars,4digit,175.0
1012,1548,7605,Aluminum wire,4digit,175.0
1013,1549,7606,Aluminum plates > 0.2 mm,4digit,175.0
1014,1550,7607,Aluminum foil < 0.2 mm,4digit,175.0
1015,1551,7608,Aluminum tubes and pipes,4digit,175.0
1016,1552,7609,Aluminum tube or pipe fittings,4digit,175.0
1017,1553,7610,"Aluminum structures (bridges, towers etc)",4digit,175.0
1018,1554,7611,"Aluminum containers, >300 liters",4digit,175.0
1019,1555,7612,"Aluminum containers, <300 liters",4digit,175.0
1020,1556,7613,Aluminum containers for compressed or liquefied gas,4digit,175.0
1021,1557,7614,"Aluminum wire, not insulated",4digit,175.0
1022,1558,7615,Household articles of aluminum,4digit,175.0
1023,1559,7616,Other articles of aluminum,4digit,175.0
1024,1560,7801,Lead refined unwrought,4digit,176.0
1025,1561,7802,Lead waste or scrap,4digit,176.0
1026,1562,7803,"Lead bars, rods, profiles and wire",4digit,176.0
1027,1563,7804,Lead foil <2mm,4digit,176.0
1028,1564,7805,"Lead tubes, pipes and fittings",4digit,176.0
1029,1565,7806,Other articles of lead,4digit,176.0
1030,1566,7901,Unwrought zinc,4digit,177.0
1031,1567,7902,Zinc waste and scrap,4digit,177.0
1032,1568,7903,Zinc powders,4digit,177.0
1033,1569,7904,Zinx bars and wire,4digit,177.0
1034,1570,7905,Zinc plates and foil,4digit,177.0
1035,1571,7906,"Zinc tubes, pipes and tube or pipe fittings",4digit,177.0
1036,1572,7907,Other articles of zinc,4digit,177.0
1037,1573,8001,Unwrought tin,4digit,178.0
1038,1574,8002,Tin waste and scrap,4digit,178.0
1039,1575,8003,Tin bars and wire,4digit,178.0
1040,1576,8004,"Tin plates, sheets and strips, thickness > 0.2 mm",4digit,178.0
1041,1577,8005,"Tin foil, thickness < 0.2 mm",4digit,178.0
1042,1578,8006,Tin pipes or tubes and pipe fittings,4digit,178.0
1043,1579,8007,Other articles of tin,4digit,178.0
1044,1580,8101,Tungsten (wolfram),4digit,179.0
1045,1581,8102,Molybdenum,4digit,179.0
1046,1582,8103,Tantalum,4digit,179.0
1047,1583,8104,Magnesium,4digit,179.0
1048,1584,8105,Cobalt,4digit,179.0
1049,1585,8106,Bismuth,4digit,179.0
1050,1586,8107,Cadmium,4digit,179.0
1051,1587,8108,Titanium,4digit,179.0
1052,1588,8109,Zirconium,4digit,179.0
1053,1589,8110,Antimony,4digit,179.0
1054,1590,8111,Manganese,4digit,179.0
1055,1591,8112,Other metals,4digit,179.0
1056,1592,8113,Cermets,4digit,179.0
1057,1593,8201,Handtools for gardening,4digit,180.0
1058,1594,8202,Handsaws,4digit,180.0
1059,1595,8203,"Pliers, pincers and other metal handtools",4digit,180.0
1060,1596,8204,Wrenches,4digit,180.0
1061,1597,8205,Hand tools n.e.c.,4digit,180.0
1062,1598,8206,Retail tool sets,4digit,180.0
1063,1599,8207,Interchangeable tools for hand tools,4digit,180.0
1064,1600,8208,Knives and blades for machines,4digit,180.0
1065,1601,8209,"Articles for utensils, of cermet",4digit,180.0
1066,1602,8210,"Hand-operated appliances, food preparation, <10kg",4digit,180.0
1067,1603,8211,Knife sets,4digit,180.0
1068,1604,8212,Razors,4digit,180.0
1069,1605,8213,Scissors,4digit,180.0
1070,1606,8214,Other cutlery,4digit,180.0
1071,1607,8215,Cutlery,4digit,180.0
1072,1608,8301,Padlocks and locks,4digit,181.0
1073,1609,8302,"Base metal mountings, fittings and similar articles",4digit,181.0
1074,1610,8303,Safes,4digit,181.0
1075,1611,8304,"Paper trays and similar office equipment, of base metal",4digit,181.0
