,location_id,partner_id,product_id,year,export_value,import_value
0,48,166,103,2010,0.0,2528198.0
1,48,14,103,2010,0.0,7224.0
2,48,97,117,2010,0.0,2932.0
3,48,166,117,2010,0.0,377206.0
4,48,231,117,2010,0.0,26546.0
5,48,14,117,2010,0.0,4298.0
6,48,75,117,2010,0.0,19417.0
7,48,97,118,2010,0.0,2084.0
8,48,103,118,2010,0.0,30349.0
9,48,153,118,2010,0.0,18893.0
10,48,166,118,2010,0.0,1468518.0
11,48,231,118,2010,0.0,8358.0
12,48,14,118,2010,0.0,101009.0
13,48,44,118,2010,0.0,1644.0
14,48,75,118,2010,0.0,366212.0
15,48,97,119,2010,0.0,2049.0
16,48,103,119,2010,0.0,5841.0
17,48,114,119,2010,519891.0,0.0
18,48,153,119,2010,0.0,4062.0
19,48,166,119,2010,30540.0,1429797.0
20,48,192,119,2010,0.0,21743.0
21,48,231,119,2010,0.0,8188.0
22,48,128,119,2010,0.0,12918.0
23,48,14,119,2010,0.0,16957.0
24,48,75,119,2010,0.0,15646.0
25,48,103,137,2010,0.0,13242.0
26,48,166,137,2010,0.0,463950.0
27,48,192,137,2010,0.0,8974.0
28,48,208,137,2010,16438.0,0.0
29,48,231,137,2010,12512.0,19654.0
30,48,14,137,2010,0.0,128988.0
31,48,44,137,2010,0.0,2648.0
32,48,75,137,2010,0.0,5216.0
33,48,43,188,2010,0.0,14281.0
34,48,71,188,2010,0.0,1005.0
35,48,77,188,2010,0.0,3976.0
36,48,103,188,2010,13421.0,723.0
37,48,114,188,2010,0.0,5822.0
38,48,153,188,2010,0.0,27168.0
39,48,166,188,2010,39739.0,409957.0
40,48,231,188,2010,26019.0,86872.0
41,48,14,188,2010,12577.0,41061.0
42,48,32,196,2010,0.0,154692.0
43,48,43,196,2010,408203.0,315739.0
44,48,77,196,2010,0.0,123567.0
45,48,97,196,2010,0.0,79477.0
46,48,103,196,2010,173971.0,108391.0
47,48,114,196,2010,11928.0,45916.0
48,48,121,196,2010,0.0,12008.0
49,48,153,196,2010,0.0,5060.0
50,48,166,196,2010,95740.0,3455.0
51,48,192,196,2010,111948.0,165387.0
52,48,216,196,2010,0.0,212193.0
53,48,224,196,2010,0.0,50618.0
54,48,231,196,2010,77959.0,578572.0
55,48,14,196,2010,18711.0,744892.0
56,48,44,196,2010,0.0,220722.0
57,48,242,196,2010,0.0,202818.0
58,48,176,196,2010,75393.0,0.0
59,48,75,196,2010,0.0,19594.0
60,48,166,116,2010,0.0,648019.0
61,48,216,116,2010,0.0,8449.0
62,48,231,116,2010,0.0,5628.0
63,48,14,116,2010,0.0,65692.0
64,48,75,116,2010,0.0,12814.0
65,48,43,120,2010,0.0,3808.0
66,48,97,120,2010,0.0,17572.0
67,48,166,120,2010,0.0,3057142.0
68,48,216,120,2010,0.0,3517.0
69,48,231,120,2010,0.0,332465.0
70,48,14,120,2010,0.0,115711.0
71,48,75,120,2010,0.0,30677.0
72,48,43,148,2010,0.0,1372.0
73,48,121,148,2010,0.0,5519.0
74,48,166,148,2010,6662.0,384811.0
75,48,231,148,2010,0.0,5553.0
76,48,14,148,2010,0.0,26029.0
77,48,75,148,2010,0.0,81794.0
78,48,43,183,2010,0.0,123268.0
79,48,71,183,2010,1528.0,0.0
80,48,77,183,2010,4242.0,994.0
81,48,103,183,2010,13103.0,9552.0
82,48,114,183,2010,3837.0,34678.0
83,48,166,183,2010,25161.0,3349854.0
84,48,208,183,2010,12748.0,0.0
85,48,216,183,2010,0.0,1424.0
86,48,231,183,2010,595767.0,1323836.0
87,48,14,183,2010,3340.0,302207.0
88,48,44,183,2010,0.0,11534.0
89,48,75,183,2010,0.0,71776.0
90,48,103,121,2010,0.0,1335.0
91,48,166,121,2010,0.0,4130908.0
92,48,192,121,2010,0.0,25700.0
93,48,216,121,2010,0.0,8228.0
94,48,231,121,2010,0.0,133344.0
95,48,14,121,2010,0.0,1172326.0
96,48,75,121,2010,0.0,19062.0
97,48,166,127,2010,0.0,202725.0
98,48,231,127,2010,0.0,1026.0
99,48,166,128,2010,0.0,43063.0
100,48,231,128,2010,0.0,1585.0
101,48,14,128,2010,0.0,2037.0
102,48,75,128,2010,0.0,16248.0
103,48,43,182,2010,0.0,410316.0
104,48,71,182,2010,0.0,15725.0
105,48,77,182,2010,0.0,193838.0
106,48,103,182,2010,119548.0,61812.0
107,48,114,182,2010,0.0,120460.0
108,48,121,182,2010,0.0,12977.0
109,48,153,182,2010,0.0,1826.0
110,48,166,182,2010,14430.0,4024068.0
111,48,216,182,2010,0.0,15642.0
112,48,224,182,2010,0.0,22336.0
113,48,231,182,2010,127278.0,266086.0
114,48,128,182,2010,0.0,2319.0
115,48,14,182,2010,2469.0,654040.0
116,48,44,182,2010,0.0,52982.0
117,48,75,182,2010,0.0,19907.0
118,48,43,192,2010,0.0,1838740.0
119,48,103,192,2010,0.0,66654.0
120,48,111,192,2010,131981.0,0.0
121,48,166,192,2010,0.0,1401009.0
122,48,208,192,2010,92700.0,0.0
123,48,231,192,2010,0.0,13526.0
124,48,14,192,2010,0.0,106667.0
125,48,75,192,2010,0.0,30489.0
126,48,97,106,2010,0.0,2156.0
127,48,166,106,2010,4777.0,689059.0
128,48,43,161,2010,1459.0,0.0
