,location_id,partner_id,product_id,year,export_value,import_value
0,160,7,1,2012,4188180.0,1072.0
1,160,7,1,2014,2811010.0,14869.0
2,160,7,1,2015,4376332.0,1683.0
3,160,7,1,2016,3938235.0,9390.0
4,160,7,1,2017,5685975.0,8469.0
5,160,7,1,2018,4472878.0,1570835.0
6,160,7,1,2013,2743659.0,3575.0
7,160,7,1,2019,6209735.0,3641666.0
8,160,7,1,2010,2570842.0,0.0
9,160,7,1,2020,5974413.0,2121958.0
10,160,7,1,2011,3203353.0,0.0
11,160,8,1,2012,36542.0,11354505.0
12,160,8,1,2014,133917.0,18129341.0
13,160,8,1,2015,145363.0,13968592.0
14,160,8,1,2016,204041.0,10364166.0
15,160,8,1,2017,98516.0,7137122.0
16,160,8,1,2018,206970.0,1893622.0
17,160,8,1,2013,35799.0,24644841.0
18,160,8,1,2019,67219.0,1359624.0
19,160,8,1,2010,30037.0,2390195.0
20,160,8,1,2020,160580.0,747455.0
21,160,8,1,2011,32011.0,22845568.0
22,160,15,1,2012,1177798.0,367481.0
23,160,15,1,2014,994460.0,283707.0
24,160,15,1,2015,543601.0,307984.0
25,160,15,1,2016,645627.0,299992.0
26,160,15,1,2017,758844.0,245665.0
27,160,15,1,2018,1050723.0,192022.0
28,160,15,1,2013,980020.0,312547.0
29,160,15,1,2019,758448.0,386530.0
30,160,15,1,2010,1682236.0,269647.0
31,160,15,1,2020,1135477.0,34348.0
32,160,15,1,2011,2364599.0,276498.0
33,160,18,1,2012,43813293.0,1186596.0
34,160,18,1,2014,28881317.0,5323510.0
35,160,18,1,2015,16403699.0,407772.0
36,160,18,1,2016,15348909.0,430289.0
37,160,18,1,2017,25404918.0,508377.0
38,160,18,1,2018,29902247.0,658485.0
39,160,18,1,2013,19540412.0,4009836.0
40,160,18,1,2019,23779533.0,1393918.0
41,160,18,1,2010,26244774.0,3542208.0
42,160,18,1,2020,29425867.0,1019648.0
43,160,18,1,2011,33667124.0,1407637.0
44,160,23,1,2014,122040.0,0.0
45,160,23,1,2015,459122.0,61696.0
46,160,23,1,2016,1335660.0,114958.0
47,160,23,1,2017,3735571.0,42789.0
48,160,23,1,2018,3265894.0,69077.0
49,160,23,1,2013,0.0,25690.0
50,160,23,1,2019,3554778.0,132855.0
51,160,23,1,2020,2777181.0,247307.0
52,160,24,1,2014,68181.0,0.0
53,160,24,1,2015,18674.0,0.0
54,160,24,1,2016,10869.0,0.0
55,160,32,1,2012,1413569.0,37591745.0
56,160,32,1,2014,305996.0,38337997.0
57,160,32,1,2015,313816.0,36666485.0
58,160,32,1,2016,582659.0,38166172.0
59,160,32,1,2017,1028597.0,45718570.0
60,160,32,1,2018,886188.0,40555172.0
61,160,32,1,2013,853937.0,53598082.0
62,160,32,1,2019,931365.0,32423926.0
63,160,32,1,2010,101975.0,14026246.0
64,160,32,1,2020,540437.0,25602255.0
65,160,32,1,2011,1291243.0,42214941.0
66,160,33,1,2014,0.0,222851.0
67,160,33,1,2016,497255.0,1266356.0
68,160,33,1,2017,711243.0,0.0
69,160,33,1,2018,0.0,6299.0
70,160,33,1,2013,134367.0,152377.0
71,160,33,1,2019,0.0,512556.0
72,160,33,1,2010,81376.0,0.0
73,160,33,1,2020,0.0,353523.0
74,160,39,1,2012,60760366.0,6122091.0
75,160,39,1,2014,39392497.0,4402068.0
76,160,39,1,2015,43923259.0,5295609.0
77,160,39,1,2016,42836122.0,2895016.0
78,160,39,1,2017,45342425.0,6481156.0
79,160,39,1,2018,35713721.0,4216899.0
80,160,39,1,2013,26759093.0,3261972.0
81,160,39,1,2019,44242917.0,3587804.0
82,160,39,1,2010,24045310.0,10305637.0
83,160,39,1,2020,40313743.0,19789638.0
84,160,39,1,2011,49219800.0,8438392.0
85,160,41,1,2012,7682047.0,264373.0
86,160,41,1,2014,6439578.0,812169.0
87,160,41,1,2015,7404542.0,581672.0
88,160,41,1,2016,5458732.0,548233.0
89,160,41,1,2017,5388931.0,783065.0
90,160,41,1,2018,10455576.0,171075.0
91,160,41,1,2013,6062341.0,1017202.0
92,160,41,1,2019,11555276.0,118465.0
93,160,41,1,2010,4323287.0,453618.0
94,160,41,1,2020,17326379.0,210771.0
95,160,41,1,2011,8208621.0,861535.0
96,160,42,1,2012,6947907.0,13180619.0
97,160,42,1,2014,10310114.0,28636039.0
98,160,42,1,2015,3073402.0,26068705.0
99,160,42,1,2016,964240.0,24698468.0
100,160,42,1,2017,623559.0,26129341.0
101,160,42,1,2018,1142316.0,25900971.0
102,160,42,1,2013,6531699.0,26753850.0
103,160,42,1,2019,1761136.0,17395108.0
104,160,42,1,2010,5786614.0,6243389.0
105,160,42,1,2020,2456115.0,17174506.0
106,160,42,1,2011,9237300.0,8786231.0
107,160,43,1,2012,80984632.0,19214067.0
108,160,43,1,2014,22179064.0,20630995.0
109,160,43,1,2015,21794282.0,23008022.0
110,160,43,1,2016,9075797.0,26681740.0
111,160,43,1,2017,16333509.0,26805540.0
112,160,43,1,2018,57634161.0,22279189.0
113,160,43,1,2013,62149408.0,18178145.0
114,160,43,1,2019,22328310.0,22319546.0
115,160,43,1,2010,2707282.0,14397663.0
116,160,43,1,2020,11173341.0,25913755.0
117,160,43,1,2011,13661838.0,14754866.0
118,160,49,1,2012,12209507.0,1158965.0
119,160,49,1,2014,9113894.0,998133.0
120,160,49,1,2015,9932973.0,992646.0
121,160,49,1,2016,6000989.0,1657114.0
122,160,49,1,2017,4640346.0,2810915.0
123,160,49,1,2018,5930189.0,3599170.0
124,160,49,1,2013,9885398.0,1159631.0
